,MAL_TBP.U30.30HFE10AA001XQ01.out,MAL_TBP.U30.30HFE50AA001XQ01.out,MAL_TBP.U30.30CJA10DT109.out,MAL_TBP.U30.30HHY11CR002XQ01.out
376,69.40625,69.1875,29.72916603088379,0.0
377,69.40625,69.28125,29.377853393554688,0.0
378,69.15625,69.28125,29.435577392578125,0.0
379,69.15625,69.125,29.178537368774414,0.0
380,68.875,69.09375,29.506296157836914,0.0
381,68.875,68.6875,29.119773864746094,0.0
382,69.34375,69.0,29.056930541992188,0.0
383,69.34375,69.0,29.390789031982422,0.0
384,69.3125,68.75,29.389925003051758,0.0
385,69.3125,69.0625,29.389925003051758,0.0
386,68.90625,69.0,29.352670669555664,0.0
387,68.90625,69.0,29.65237808227539,0.0
388,69.09375,68.8125,29.65237808227539,0.0
389,69.09375,68.8125,29.12139320373535,0.0
390,68.9375,68.84375,29.880577087402344,0.0
391,69.0,68.8125,29.822519302368164,0.0
392,69.0,68.8125,29.255443572998047,0.0
393,69.125,68.875,29.696460723876953,0.0
394,69.125,68.875,29.20705795288086,0.0
395,69.09375,69.0,29.20705795288086,0.0
396,69.15625,69.0625,29.26632308959961,0.0
397,69.1875,69.09375,29.361276626586914,0.0
398,69.09375,68.84375,29.02903175354004,0.0
399,69.09375,68.84375,29.50689125061035,0.0
400,69.15625,69.03125,29.09185028076172,0.0
401,69.15625,69.03125,29.0819034576416,0.0
402,69.0,68.75,29.33172607421875,0.0
403,69.0625,68.78125,29.71787452697754,0.0
404,69.125,68.78125,29.585939407348633,0.0
405,69.34375,69.03125,30.011117935180664,0.0
406,69.3125,69.03125,30.011117935180664,0.0
407,69.28125,69.125,29.23533058166504,0.0
408,69.625,69.125,29.377647399902344,0.0
409,69.28125,69.5,29.42444610595703,0.0
410,69.28125,69.5,29.07779884338379,0.0
411,69.28125,69.5,29.23111915588379,0.0
412,69.0625,69.0,29.44473648071289,0.0
413,69.0625,69.0,29.23089599609375,0.0
414,69.3125,69.28125,28.747631072998047,0.0
415,69.3125,69.28125,28.82306671142578,0.0
416,68.96875,69.0625,29.296390533447266,0.0
417,68.96875,69.0625,29.408550262451172,0.0
418,68.75,68.40625,29.408550262451172,0.0
419,68.75,68.40625,29.158802032470703,0.0
420,68.625,68.59375,29.417701721191406,0.0
421,68.625,68.59375,29.439224243164062,0.0
422,68.8125,68.75,29.1892032623291,0.0
423,68.875,68.75,29.689170837402344,0.0
424,68.84375,68.84375,29.617088317871094,0.0
425,68.625,68.84375,29.612892150878906,0.0
426,68.625,68.53125,29.592037200927734,0.0
427,68.625,68.625,29.249711990356445,0.0
428,68.625,68.375,29.518478393554688,0.0
429,68.78125,68.5625,29.518478393554688,0.0
