,MAL_TBP.U30.30CJA10DT006.out,MAL_TBP.U30.30CJA10DT109.out,MAL_TBP.U30.30HLB10AA001.pss,MAL_TBP.U30.30HLB10AN001XQ01.out,MAL_TBP.U30.30HLA20CP001XQ01.out
0,731.466552734375,65.34578704833984,64.875,102.64285278320312,31.387500762939453
1,732.1165771484375,64.97186279296875,64.40625,102.75,31.424999237060547
2,730.27490234375,65.34242248535156,64.40625,102.75,31.818748474121094
3,729.6248168945312,65.01789855957031,64.375,102.75,31.818748474121094
4,729.9498291015625,65.25653076171875,64.53125,102.75,31.256248474121094
5,728.9749145507812,64.95095825195312,64.53125,102.75,31.256248474121094
6,730.5999145507812,64.93869018554688,64.71875,102.85713958740234,31.256248474121094
7,731.033203125,64.99517822265625,65.0,102.4285659790039,31.256248474121094
8,731.033203125,65.42390441894531,65.71875,102.75,31.481250762939453
9,733.1998291015625,65.082275390625,65.84375,102.75,31.668750762939453
10,733.1998291015625,65.082275390625,65.96875,102.75,31.893749237060547
11,732.8748779296875,65.05268859863281,65.96875,102.75,31.893749237060547
12,732.658203125,65.50423431396484,66.09375,102.75,31.5
13,732.9832153320312,65.08165740966797,66.125,102.75,31.5
14,735.14990234375,65.32084655761719,65.78125,102.75,31.631248474121094
15,737.533203125,65.41485595703125,65.78125,102.75,31.856250762939453
16,735.4749145507812,65.39130401611328,65.8125,102.75,31.856250762939453
17,740.5665283203125,65.12571716308594,65.59375,102.75,31.59375
18,735.7998657226562,65.67765045166016,65.34375,102.75,31.668750762939453
19,734.1748657226562,65.08699035644531,64.71875,102.53571319580078,31.143749237060547
20,730.708251953125,65.0753173828125,64.40625,102.75,31.368751525878906
21,729.841552734375,65.14704132080078,64.40625,102.75,31.275001525878906
22,729.841552734375,65.14704132080078,64.40625,102.75,31.275001525878906
23,729.841552734375,65.091552734375,64.0625,102.53571319580078,31.556251525878906
24,730.1665649414062,64.64024353027344,64.0625,102.53571319580078,31.143749237060547
25,731.033203125,64.93540954589844,64.03125,102.64285278320312,31.293750762939453
26,731.7915649414062,64.87214660644531,64.03125,102.64285278320312,31.293750762939453
27,732.0082397460938,64.87214660644531,64.0,102.64285278320312,31.443748474121094
28,731.3582153320312,64.94908142089844,64.0,102.75,31.40625
29,731.3582153320312,64.79322052001953,63.875,102.32142639160156,31.3125
30,724.6414794921875,64.35602569580078,63.875,102.75,31.3125
31,724.6414794921875,63.852813720703125,61.71875,102.10713958740234,30.9375
32,715.216552734375,63.380558013916016,61.71875,102.10713958740234,30.9375
33,715.216552734375,63.380558013916016,59.78125,101.57142639160156,30.018749237060547
34,709.7998657226562,62.948692321777344,59.78125,101.57142639160156,30.131248474121094
35,705.033203125,62.948692321777344,59.09375,100.9285659790039,29.493751525878906
36,698.0999145507812,61.101078033447266,58.0625,100.5,29.15625
37,692.2498168945312,61.101078033447266,57.09375,100.1785659790039,28.518749237060547
38,686.1831665039062,60.371482849121094,57.09375,100.1785659790039,28.518749237060547
39,676.7582397460938,59.808746337890625,56.53125,99.4285659790039,27.637500762939453
40,669.4998779296875,58.79358673095703,55.46875,99.4285659790039,27.637500762939453
41,664.9498901367188,58.29240417480469,53.53125,98.57142639160156,27.224998474121094
42,655.091552734375,57.13235855102539,53.53125,98.57142639160156,26.25
43,648.591552734375,56.5407600402832,51.4375,97.9285659790039,25.762500762939453
44,649.458251953125,56.43737030029297,51.4375,97.9285659790039,25.068748474121094
45,649.458251953125,56.43737030029297,50.5625,97.07142639160156,24.150001525878906
46,642.958251953125,54.621742248535156,49.75,96.32142639160156,23.587501525878906
47,629.4165649414062,53.7216796875,49.75,96.32142639160156,23.587501525878906
48,629.4165649414062,53.7216796875,49.375,96.32142639160156,22.36874771118164
49,610.8915405273438,53.6834716796875,49.375,96.32142639160156,22.36874771118164
50,598.4332275390625,52.87955093383789,48.71875,95.57142639160156,21.787498474121094
51,589.8748779296875,53.05640411376953,48.15625,95.57142639160156,21.787498474121094
52,579.7998657226562,53.05640411376953,47.4375,95.14285278320312,20.793750762939453
53,572.5415649414062,51.768680572509766,47.4375,94.9285659790039,20.793750762939453
54,566.583251953125,51.768680572509766,47.09375,94.39285278320312,20.90625
55,554.8832397460938,50.566795349121094,47.09375,94.39285278320312,20.90625
56,554.8832397460938,49.20618438720703,47.0,95.03571319580078,22.912498474121094
57,550.7665405273438,49.20618438720703,46.625,95.03571319580078,22.912498474121094
58,544.0499267578125,49.20618438720703,43.09375,93.4285659790039,22.96875
59,527.14990234375,46.79667663574219,43.09375,93.4285659790039,21.974998474121094
60,505.69989013671875,46.79667663574219,41.3125,91.28571319580078,19.537498474121094
61,487.1749267578125,44.75615692138672,41.3125,91.28571319580078,19.537498474121094
62,471.1416015625,44.75615692138672,40.0,88.5,15.412500381469727
63,453.4832763671875,45.04759979248047,39.15625,88.5,15.412500381469727
64,428.2416076660156,44.959327697753906,39.375,88.39285278320312,14.90625
65,411.44989013671875,43.673828125,39.375,88.39285278320312,14.90625
66,405.9249267578125,42.270790100097656,39.71875,88.60713958740234,17.981250762939453
67,393.574951171875,39.81431579589844,39.71875,89.14285278320312,17.831249237060547
68,393.574951171875,39.81431579589844,36.96875,87.53571319580078,17.193748474121094
69,387.72491455078125,37.16620635986328,34.71875,85.5,16.5
70,400.94158935546875,34.76417541503906,29.65625,83.6785659790039,14.90625
71,411.3415832519531,32.323734283447266,29.65625,83.6785659790039,13.350000381469727
72,410.25823974609375,29.832277297973633,27.5625,81.10713958740234,13.350000381469727
73,393.7916259765625,28.651222229003906,27.5625,81.0,12.1875
74,373.2082824707031,29.07815933227539,25.71875,81.0,12.1875
75,361.94158935546875,29.082134246826172,27.125,79.1785659790039,9.768749237060547
76,352.5166015625,29.907367706298828,27.125,79.1785659790039,9.768749237060547
77,352.5166015625,31.831384658813477,32.78125,80.46427917480469,12.787500381469727
78,335.2916259765625,32.57347869873047,32.78125,80.46427917480469,12.787500381469727
79,329.2249450683594,32.59712600708008,36.125,81.32142639160156,15.48750114440918
80,329.2249450683594,32.59712600708008,36.125,81.32142639160156,15.48750114440918
81,321.4249267578125,32.23532485961914,36.75,81.53571319580078,17.474998474121094
82,314.5999450683594,31.860260009765625,36.75,81.53571319580078,17.474998474121094
83,311.02496337890625,31.402687072753906,35.5625,81.64285278320312,18.05624771118164
84,307.2332763671875,29.636802673339844,35.5625,81.64285278320312,18.05624771118164
85,307.2332763671875,28.554855346679688,33.59375,80.89285278320312,16.556249618530273
86,289.8999328613281,28.000062942504883,31.3125,80.89285278320312,16.556249618530273
87,289.8999328613281,27.633996963500977,28.90625,80.25,15.731250762939453
88,280.3666076660156,28.01050567626953,28.34375,80.25,14.887500762939453
89,280.3666076660156,28.01050567626953,27.9375,79.9285659790039,14.399999618530273
90,275.7082824707031,28.872163772583008,27.9375,79.9285659790039,13.462499618530273
91,275.7082824707031,28.872163772583008,28.90625,79.9285659790039,13.106250762939453
92,272.4582824707031,29.29572296142578,29.65625,79.9285659790039,13.106250762939453
